price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
2932,https://www.rumah123.com/properti/sleman/hos17149885/,Villa Asri nan Sejuk area Wisata Kaliurang,"Ngaglik, Sleman",6,4,5,976,250
620,https://www.rumah123.com/properti/sleman/hos17149781/,Rumah dalam Perum dekat Westlake resto,"Mlati, Sleman",3,2,1,140,80
365,https://www.rumah123.com/properti/sleman/hos17149758/,Rumah Minimalis 2 Kamar Tidur di Berbah Dekat Blok O Bisa Kpr SHM,"Sleman, Sleman",2,1,1,90,40
655,https://www.rumah123.com/properti/yogyakarta/hos16773076/,"Rumah Bagus Nyaman di Sendangadi, Sleman, Diy. Dekat Ke Ringroad Dan Mall Terbesar di Kota Yogya","Sleman, Yogyakarta",3,2,,135,95
234,https://www.rumah123.com/properti/sleman/hos17149725/,Rumah Modern Murah Akses 6.5 Meter Dekat Jl Utama Manisrenggo,"Kalasan, Sleman",1,1,1,60,23
349,https://www.rumah123.com/properti/sleman/hos17149602/,"Promo Rumah Murah 299jt di Yapah, Sukoharjo, Ngaglik, Sleman","Ngaglik, Sleman",2,1,1,88,36
472,https://www.rumah123.com/properti/sleman/hos17149532/,Rumah SHM 500 Jutaan Di Kalasan Dekat Pasar Prambanan,"Kalasan, Sleman",3,1,1,111,55
349,https://www.rumah123.com/properti/sleman/hos17149526/,Rumah Pesan Bangun Murah 250jt. Luas 88 m² Dekat Polsek Ngemplak,"Ngaglik, Sleman",2,1,1,88,36
1091,https://www.rumah123.com/properti/sleman/hos16549206/,TURUN HARGA! RUMAH MEWAH 2 LANTAI MURAH BANGET DI DEKAT PUSAT KOTA JOGJA DALAM PERUMAHAN BANYIRADEN GAMPING JOGJAKARTA,"Gamping, Sleman",7,3,1,112,224
472,https://www.rumah123.com/properti/sleman/hos17149512/,Rumah Murah SHM Di Kalasan Dekat Pasar Prambanan,"Kalasan, Sleman",3,1,1,111,55
591,https://www.rumah123.com/properti/sleman/hos17149367/,Rumah Finishing Design Modern Siap Kpr Dekat Polsek Ngemplak,"Ngemplak, Sleman",3,2,2,113,85
1693,https://www.rumah123.com/properti/sleman/hos17149359/,"TANAH MURAH BU, BONUS RUMAH DAN KOS-KOSAN DI PANDOWOHARJO SLEMAN","Sleman, Sleman",7,3,,329,280
591,https://www.rumah123.com/properti/sleman/hos17149303/,Proses Finishing Rumah Modern Siap Kpr Dekat Polsek Ngemplak,"Ngemplak, Sleman",3,2,2,113,85
976,https://www.rumah123.com/properti/sleman/hos17149253/,Perumahan dengan Private Pool Gratis Rumah Investasi di Gamping,"Gamping, Sleman",4,3,2,213,135
908,https://www.rumah123.com/properti/sleman/hos17149104/,Rumah 2 Lantai SHM Dekat Exit Toll Yogyakarta,"Gamping, Sleman",4,3,1,184,135
1601,https://www.rumah123.com/properti/yogyakarta/hos17138853/,Dijual Cepat Rumah Bagus Dekat Kampus Uii Dan Ugm Yogyakarta,"Sleman, Yogyakarta",4,3,1,403,220
924,https://www.rumah123.com/properti/sleman/hos17039304/,Rumah Tanah Luas Jln Kaki Saja Ke Pamela 6 Dan AMIKOM,"Depok, Sleman",3,2,1,187,150
1783,https://www.rumah123.com/properti/sleman/hos16486058/,Rumah Luas Nan Jembar Lingkungan Asri Timur Jln Kaliurang,"Ngaglik, Sleman",6,5,1,489,200
615,https://www.rumah123.com/properti/sleman/hos17148982/,"Dijual rumah murah gamping Sleman dekat UMY,Pasar Balecatur,univ mercubuana","Gamping, Sleman",2,2,1,125,95
365,https://www.rumah123.com/properti/sleman/hos17148908/,Murah Bisa Kpr Cicilan Ringan Rumah di Berbah 5 Mnt Jl Raya Janti,"Berbah, Sleman",2,1,1,90,40
475,https://www.rumah123.com/properti/sleman/hos17148674/,Dijual Rumah 600 Juta an Di Plosokuning Utara Ugm,"Condong Catur, Sleman",2,2,1,100,65
691,https://www.rumah123.com/properti/sleman/hos16277957/,Siap Huni Lokasi Strategis Hargs Bersahabat Di Purwomartani,"Kalasan, Sleman",3,1,,123,120
475,https://www.rumah123.com/properti/sleman/hos17148584/,"695 Juta Rumah Baru Siap Huni Jalan Kaliurang Km.9,","Kaliurang, Sleman",2,2,1,100,65
495,https://www.rumah123.com/properti/sleman/hos17148597/,200 Meter Jl Magelang Hunian Strategis Dan Nyaman Tipe 70,"Sleman, Sleman",3,1,1,100,70
2523,https://www.rumah123.com/properti/yogyakarta/hos16393187/,Rumah Mewah Jalan Palagan Yogya  3 Lantai Bagus sekali,"Sleman, Yogyakarta",4,3,2,289,600
1703,https://www.rumah123.com/properti/sleman/hos17148443/,Dijual Cepat Rumah Besar Nyaman Dijln Kaliurang Km.7 Dekat UGM,"Condong Catur, Sleman",5,4,1,429,225
536,https://www.rumah123.com/properti/sleman/hos17148065/,Dalam Perumahan Siap Bangun Bisa Custom Dekat Jl Kaliurang Km 11,"Ngaglik, Sleman",3,2,1,113,70
423,https://www.rumah123.com/properti/sleman/hos17147847/,Promo Rumah termurah di Kalasan legalitas SHM bisa KPR,"Kalasan, Sleman",2,1,1,125,36
380,https://www.rumah123.com/properti/sleman/hos16278024/,Hunian Daerah Premium Utara Tugu Lele Minomartsni,"Depok, Sleman",2,1,1,75,55
510,https://www.rumah123.com/properti/sleman/hos17147832/,Rumah Dekat Jl Pandaran Baru Dalam Cluster 16 Unit,"Ngaglik, Sleman",3,2,1,115,60
488,https://www.rumah123.com/properti/sleman/hos16295029/,Dalam Perumahan Siap Huni Di Purwomartani,"Kalasan, Sleman",2,1,1,132,53
614,https://www.rumah123.com/properti/sleman/hos17041037/,Siap Huni Rumah Baru Di Jakal Pamungkas Dekat UII,"Ngaglik, Sleman",3,2,1,107,100
1553,https://www.rumah123.com/properti/sleman/hos17094874/,Rumah Mewah Full Furnished Dalam Cluster Greenhills Jalan Kaliurang Km9 Ngaglik Sleman,"Ngaglik, Sleman",4,3,1,334,250
540,https://www.rumah123.com/properti/sleman/hos17147581/,Rumah Modern Smarthome Furnished Dekat Polres Sleman Mall Sch,"Sleman, Sleman",3,2,1,130,60
1390,https://www.rumah123.com/properti/sleman/hos17147502/,Kost Eksklusif Strategis Kampus Uii Kaliurang Proses Finishing,"Ngaglik, Sleman",10,10,3,205,200
436,https://www.rumah123.com/properti/sleman/hos17147497/,Perumahan One Gate System Di Palagan Sleman Dekat Pasar Rejondani,"Ngaglik, Sleman",2,1,2,95,57
672,https://www.rumah123.com/properti/sleman/hos17147395/,Rumah Full Furnished di Maguwoharjo Bangunan Baru Dan Strategis,"Ngemplak, Sleman",3,2,2,116,110
579,https://www.rumah123.com/properti/sleman/hos17147298/,Rumah 2 Lantai Cluster Mewah Dekat Uii Jalan Kaliurang Ngaglik Sleman,"Ngaglik, Sleman",3,3,2,107,80
524,https://www.rumah123.com/properti/sleman/hos17147240/,Rumah Dekat Kampus Uii Jalan Kaliurang Km 12 Cuma 800 Jutaan,"Ngaglik, Sleman",3,2,1,107,70
841,https://www.rumah123.com/properti/sleman/hos17147236/,Rumah Mewah 2 Lantai Dalam Private Cluster Tlogoadi Mlati Sleman,"Mlati, Sleman",3,3,1,123,160
1065,https://www.rumah123.com/properti/sleman/hos17147226/,Rumah Jogja Dekat Kampus Ugm Sendangadi Mlati Sleman Barat Hyatt,"Mlati, Sleman",3,3,1,160,210
622,https://www.rumah123.com/properti/sleman/hos17147191/,Rumah di Jalan Palagan Dalam Perumahan Elit Dekat Hotel Hyatt,"Ngaglik, Sleman",3,2,1,126,90
840,https://www.rumah123.com/properti/sleman/hos17147135/,Rumah Mewah Siap Bangun di Jalan Palagan Dalam Perumahan Elit,"Ngaglik, Sleman",3,4,2,110,160
730,https://www.rumah123.com/properti/sleman/hos17147125/,Rumah 2 Lantai Dekat Ponpes Pandanaran Di Jalan Kaliurang Ngaglik Sleman,"Ngaglik, Sleman",3,2,1,135,120
658,https://www.rumah123.com/properti/sleman/hos17147122/,Rumah Mewah Klasik Modern Dalam Perum Di Jalan Kaliurang Km 13 Sleman,"Ngaglik, Sleman",3,2,2,124,100
415,https://www.rumah123.com/properti/sleman/hos17147083/,Rumah Minimalis Sederhana Dekat Pemda Sleman Cocok Untuk Keluarga Kecil,"Mlati, Sleman",2,2,1,67,67
349,https://www.rumah123.com/properti/sleman/hos17147071/,Rumah Murah Di Ngaglik Sleman Hanya Dp 155 Juta,"Ngaglik, Sleman",2,1,1,88,36
785,https://www.rumah123.com/properti/sleman/hos17147054/,Rumah Dijual Dekat Ugm Jogja Kaliurang Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",4,3,,130,130
631,https://www.rumah123.com/properti/sleman/hos17147038/,Rumah Baru di Maguwoharjo Dekat Budi Mulia Tajem Dalam Cluster,"Depok, Sleman",3,3,2,103,100
2080,https://www.rumah123.com/properti/sleman/hos17147013/,"Dijual Harga Rendah Rumah Selangkah Dari Masjid Sleman, Jogja","Ngaglik, Sleman",5,4,2,365,390
431,https://www.rumah123.com/properti/sleman/hos17146996/,Rumah Modern Minimalis Akses Mobil Lokasi Dekat Pasar Godean Masih Ada Tanah Sisa Luas Dibelakang,"Godean, Sleman",2,1,1,108,50
587,https://www.rumah123.com/properti/sleman/hos17146736/,Rumah Baru Murah Siap Huni Cocok Untuk Keluarga Lokasi Dekat Jogjabay,"Ngemplak, Sleman",3,2,1,107,91
397,https://www.rumah123.com/properti/sleman/hos17146723/,Rumah Siap Bangun Skandinavian Di Jalan Kaliurang Km11 Ngaglik Sleman,"Ngaglik, Sleman",2,1,1,91,50
1014,https://www.rumah123.com/properti/sleman/hos17146530/,Rumah Siap Huni Dekat Spbu Kadisoka Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",4,2,,207,160
2310,https://www.rumah123.com/properti/sleman/hos17146434/,"Rumah Mewah Tanah Luas Di Perumahan Elite JL. Kaliurang KM. 8,5","Ngaglik, Sleman",6,4,2,545,340
415,https://www.rumah123.com/properti/sleman/hos17146304/,Ruamah Murah Nyaman Dan Asri Dlm Pemukiman Lokasi Dekat Pemda Sleman,"Cebongan, Sleman",2,2,1,67,67
431,https://www.rumah123.com/properti/sleman/hos17146281/,Rumah Murah Nyaman Dan Aman Dlm Pemukiman Lokasi Dekat Smk 1 Godean,"Godean, Sleman",2,1,1,108,50
559,https://www.rumah123.com/properti/sleman/hos17143886/,Rumah Siap Huni Dalam Perumahan Elite One Gate System Di Jalan Palagan Sinduharjo Ngaglik Sleman,"Ngaglik, Sleman",2,2,1,112,85
1695,https://www.rumah123.com/properti/sleman/hos17144132/,Rumah Kos Fully Furnished Di Palagan Sendangadi Mlati Sleman,"Mlati, Sleman",13,13,3,215,260
626,https://www.rumah123.com/properti/sleman/hos16277723/,Hunian Full Furnish Dekat Bayeman Permai Di Jln Wates,"Gamping, Sleman",3,2,1,128,90
390,https://www.rumah123.com/properti/sleman/hos17038754/,Rumah Asri Dalam Perumahan Di Purwomartani,"Kalasan, Sleman",2,1,1,95,45
1055,https://www.rumah123.com/properti/sleman/hos17039403/,Hunian Berkelas Bangunan Baru Mangku Aspal Dekat Stadion Maguwo,"Depok, Sleman",4,5,3,150,190
2232,https://www.rumah123.com/properti/sleman/hos17145876/,Rumah Strategis Tanah Luas Pinggir Jalan Lempongsari Palagan,"Ngaglik, Sleman",5,4,2,426,400
540,https://www.rumah123.com/properti/sleman/hos17131106/,Rumah SHM Siap Huni Purwomartani Dekat Sekolah Budi Mulia,"Purwomartani   , Sleman",3,2,,100,80
933,https://www.rumah123.com/properti/sleman/hos17055164/,Bangunan Kost Tingkat Dekat Jln Magelang,"Mlati, Sleman",8,6,3,139,125
667,https://www.rumah123.com/properti/sleman/hos9537424/,DEKAT Kampus UGM!! Rumah Istimewa dan Cantik,"Ngaglik, Sleman",4,2,1,128,97
867,https://www.rumah123.com/properti/sleman/hos17145669/,Rumah siap huni dalam komplek pisangan Jogjakarta,"Ngemplak, Sleman",4,3,1,96,180
637,https://www.rumah123.com/properti/sleman/hos17145605/,Rumah Murah Minimalis Dalam Perumahan Di JL. Palagan KM. 9,"Ngaglik, Sleman",2,1,1,136,100
2019,https://www.rumah123.com/properti/sleman/hos17145482/,"Kost di Kelilingi 6 Kampus di Babarsari, Caturtunggal, Sleman","Caturtunggal, Sleman",11,7,1,242,400
2111,https://www.rumah123.com/properti/sleman/hos16301593/,Rumah Dan Toko Pinggir Jln Magelang Dekat Medari,"Mlati, Sleman",2,3,4,348,430
621,https://www.rumah123.com/properti/sleman/hos17055246/,Rumah Adem Bersih Dan Terawat Perumahan Purwomartani,"Kalasan, Sleman",2,1,1,128,100
1080,https://www.rumah123.com/properti/sleman/hos17040712/,Hunian Baru Mewah Nan Srategis Dekat Transmart,"Depok, Sleman",5,6,3,160,180
608,https://www.rumah123.com/properti/sleman/hos16513126/,Omah Tingkat Baru Di Purwomartani Kalasan,"Depok, Sleman",3,3,1,98,99
448,https://www.rumah123.com/properti/sleman/hos17144187/,Rumah Minimalis Di perumahan Barat Denggung Harga Damai,"Mlati, Sleman",3,2,1,54,80
855,https://www.rumah123.com/properti/sleman/hos16295780/,Hunian Lingkungan Elit Perumahan Utara Jln Raya Solo Kalasan,"Kalasan, Sleman",5,3,1,125,150
790,https://www.rumah123.com/properti/sleman/hos16288676/,Hunian Mewah Lokasi Strategis Dekat Jongke Palagan Hyatt,"Ngaglik, Sleman",3,2,1,105,160
598,https://www.rumah123.com/properti/sleman/hos15809420/,RUMAH BARU CANTIK MINIMALIS DENGAN TATA RUANG NYAMAN DI SUMBERADI MLATI SLEMAN DEKAT PASAR CEBONGAN,"Mlati, Sleman",3,2,1,114,90
575,https://www.rumah123.com/properti/sleman/hos16620447/,Hunian Tingkat Fresh Dalam Perumahan Kadirojo Purwomartani,"Kalasan, Sleman",3,3,1,80,100
748,https://www.rumah123.com/properti/sleman/hos17145351/,Rumah Tengah Kota 2 Lantai di Jl. Godean Dalam Ringroad,"Gamping, Sleman",4,3,3,154,95
1912,https://www.rumah123.com/properti/sleman/hos17144960/,Hunian Luas Pinggir Jalan Raya Selatan Sambisari,"Kalasan, Sleman",5,3,1,466,275
504,https://www.rumah123.com/properti/sleman/hos16680915/,Eksklusive Barat Candi Prambanan Dua Lantai Dekat Bogem Kalasan,"Kalasan, Sleman",4,2,1,102,60
548,https://www.rumah123.com/properti/sleman/hos16646264/,Hunian Baru Saja Jadi Lingkungan Asri Di Kalasan,"Kalasan, Sleman",3,2,1,104,80
1857,https://www.rumah123.com/properti/sleman/hos16334786/,Rumah Induk Dan Kost Dalam Perumahan Timur Jln Kaliurang,"Ngaglik, Sleman",11,9,1,221,350
872,https://www.rumah123.com/properti/sleman/hos16586936/,Rumah Elit Dalam Perumahan One Gate Dekat Jln Palagan,"Ngaglik, Sleman",3,3,1,125,169
1672,https://www.rumah123.com/properti/sleman/hos17036052/,Cafe Dan Resto Strategis Selatan UII Dan Besi Jakal,"Ngaglik, Sleman",1,2,11,351,270
940,https://www.rumah123.com/properti/sleman/hos17038611/,Hunian Tingkat Strategis Harga Bersahabat Dekat AMIKOM,"Depok, Sleman",4,3,1,125,185
681,https://www.rumah123.com/properti/sleman/hos17040367/,Hunian Lux Di Condong Catur Dalam Perumahan,"Depok, Sleman",3,2,1,133,105
1058,https://www.rumah123.com/properti/sleman/hos17040543/,Hunian Tingkat View Sawah Dekat Sheraton Dan Transmart,"Depok, Sleman",3,2,2,174,200
705,https://www.rumah123.com/properti/sleman/hos17130128/,Rumah Mewah Dalam Perumahan Paling Elite Di Area Jogja Barat,"Gamping, Sleman",2,2,2,135,115
,https://www.rumah123.com/properti/sleman/hos17145111/,Dijual murah koskosan 2 lantai depok,"Depok, Sleman",,,,194,300
596,https://www.rumah123.com/properti/sleman/hos16573689/,RUMAH NYAMAN ASRI FULL FURNISHED DALAM PERUMAHAN ONE GATE SISTEM DI DEKAT PASAR STAN MAGUWOHARJO DEPOK SLEMAN,"Depok, Sleman",3,2,1,131,78
950,https://www.rumah123.com/properti/sleman/hos16946252/,Rumah Mewah Murah Dalam Cluster Di Sleman Jogja Diskon 200 Juta,"Gamping, Sleman",4,3,2,200,135
865,https://www.rumah123.com/properti/sleman/hos16851875/,"5 Menit Saja Ke Kampus Uii, UPN, STIE YKPN, Amikom dan Pakuwon Mall","Condong Catur, Sleman",4,3,1,146,146
581,https://www.rumah123.com/properti/sleman/hos17072956/,MURAH ISTIMEWA! RUMAH CANTIK ISTIMEWA LIMASAN SIAP HUNI HARGA MURAH DI PUCANGAN DEKAT PASAR JANGKANG NGEMPLAK SLEMAN,"Ngemplak, Sleman",3,2,2,120,77
687,https://www.rumah123.com/properti/sleman/hos16552926/,RUMAH MEWAH 2 LANTAI KONTEMPORER KEKINIAN FULLY FURNISHED DEKAT JOGJABAY MAGUWOHARJO,"Ngemplak, Sleman",3,2,2,116,115
767,https://www.rumah123.com/properti/sleman/hos17057100/,Rumah Mewah Cluster Perumahan Dikelilingi Kampus Dan Mall Besar,"Depok, Sleman",3,3,2,126,130
1030,https://www.rumah123.com/properti/sleman/hos16912078/,RUMAH MEWAH ISTIMEWA HOOK 2 LANTAI FULLY FURNISHED DI MAGUWOHARJO DEPOK SLEMAN DEKAT KAMPUS UNRIYO,"Depok, Sleman",4,4,2,150,190
587,https://www.rumah123.com/properti/sleman/hos16722151/,"RUMAH DALAM PERUMAHAN TENANG NYAMAN JALAN LEBAR, PURWOMARTANI SLEMAN","Kalasan, Sleman",3,2,1,125,79
776,https://www.rumah123.com/properti/sleman/hos16832178/,"Dijual Tanah Bonus Rumah Layak Huni, Kaliurang Km.8, Luas 213 M2","Kaliurang, Sleman",3,2,2,213,80
927,https://www.rumah123.com/properti/sleman/hos17144172/,Siap Huni Dalam Perumahan Utara UGM Di Jakal KM 7,"Depok, Sleman",4,5,1,111,180
405,https://www.rumah123.com/properti/sleman/hos17144148/,Rumah Modern Dalam Cluster Dekat Rsud Sleman 600 Jt an,"Sleman, Sleman",2,1,1,95,50
1125,https://www.rumah123.com/properti/sleman/hos17144128/,Rumah Mewah Elegan desain Luas Tajem,"Depok, Sleman",4,4,2,160,215
295,https://www.rumah123.com/properti/sleman/hos17144111/,Rumah Nyaman Ideal Dilokasi Akses Mudah Dekat Pintu Tol,"Kalasan, Sleman",2,1,1,70,30
1904,https://www.rumah123.com/properti/sleman/hos17144108/,Kost 20 Kamar dekat Kampus + RS Unriyo Tajem,"Depok, Sleman",20,20,2,217,250
462,https://www.rumah123.com/properti/sleman/hos17144095/,Rumah dekat Mall SCH & masjid Suciati Gitogati,"Mlati, Sleman",2,1,1,101,65
880,https://www.rumah123.com/properti/sleman/hos17144077/,"Rumah Baru dekat kampus Ugm jakal km.7,5","Ngaglik, Sleman",4,4,1,110,170
5860,https://www.rumah123.com/properti/sleman/hos17144067/,Dijual Rumah Induk Dan Kost Exclusive 2 Lt Area Condongcatur,"Condong Catur, Sleman",26,28,1,1000,970
635,https://www.rumah123.com/properti/sleman/hos17144070/,Rumah Minimalis Siap Huni Dekat Jln Godean Mejing,"Godean, Sleman",3,3,1,80,120
656,https://www.rumah123.com/properti/sleman/hos17144064/,Rumah Dalam Perumahan Dekat Sindu Edupark,"Mlati, Sleman",3,2,1,128,100
402,https://www.rumah123.com/properti/sleman/hos17144033/,Rumah Asri Dan Nyaman di Balecatur Gamping Free Biaya Pajak,"Gamping, Sleman",2,1,1,101,45
532,https://www.rumah123.com/properti/sleman/hos17144020/,Rumah dalam cluster Margoluwih Sayegan,"Ngaglik, Sleman",3,2,1,123,62
277,https://www.rumah123.com/properti/sleman/hos17144018/,Rumah Minimalis 2 Kamar Tidur 200jt an Di Utara Jl Jogja solo,"Prambanan, Sleman",2,1,1,61,30
582,https://www.rumah123.com/properti/sleman/hos17143978/,Rumah baru Cluster Perumahan jakal km 13,"Ngaglik, Sleman",3,2,1,121,80
576,https://www.rumah123.com/properti/sleman/hos17143966/,Rumah Siap Huni Di Timur Spbu Kadisoka Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,118,80
1803,https://www.rumah123.com/properti/sleman/hos17143962/,Rumah modern tanah luas dekat Ugm,"Ngaglik, Sleman",3,3,8,584,150
442,https://www.rumah123.com/properti/sleman/hos17143946/,Rumah Cantik di Jl Kaliurang Km 13 Dekat Kampus Uii Jogja,"Ngaglik, Sleman",2,1,1,121,45
1618,https://www.rumah123.com/properti/sleman/hos17143942/,Rumah Modern dalam perumahan utara Jl Damai,"Ngaglik, Sleman",6,4,2,334,250
636,https://www.rumah123.com/properti/sleman/hos17143921/,Di Jual Rumah 2 Lantai Siap Huni Di Utara Stadion Maguwoharjo,"Ngaglik, Sleman",3,4,1,103,100
2679,https://www.rumah123.com/properti/sleman/hos17143920/,Rumah asri dan luas dekat jalan raya selomartani,"Depok, Sleman",4,3,4,957,200
540,https://www.rumah123.com/properti/sleman/hos17143911/,Rumah Cantik di Purwomartani Kalasan Sleman Utara Pamela 7 Jogja,"Purwomartani   , Sleman",3,2,1,100,80
728,https://www.rumah123.com/properti/sleman/hos17143905/,Rumah Siap Huni Di Jalan Kaliurang Km6 Kentungan Ngaglik Sleman,"Ngaglik, Sleman",3,2,1,134,120
860,https://www.rumah123.com/properti/sleman/hos17143866/,Rumah Baru dekat RS Hermina Maguwo,"Depok, Sleman",3,2,1,200,120
1131,https://www.rumah123.com/properti/sleman/hos17143858/,Rumah Mewah 2 Lantai Dekat Gkj Tulung Tamanmartani Kalasan,"Kalasan, Sleman",5,3,1,158,220
780,https://www.rumah123.com/properti/sleman/hos17143848/,Rumah Baru timur Lottermart Maguwo,"Depok, Sleman",3,2,1,160,120
423,https://www.rumah123.com/properti/sleman/hos17143845/,Rumah Ready Kpr Di Sleman Mulai 500jt an Dekat Sleman City Hall,"Ngaglik, Sleman",2,1,1,104,50
743,https://www.rumah123.com/properti/sleman/hos17143790/,Rumah Mewah 2 Lantai Dalam Cluster Grand Vista Residence Tlogoadi Mlati Sleman,"Mlati, Sleman",3,3,2,102,138
541,https://www.rumah123.com/properti/sleman/hos17143738/,Rumah 3 Kamar Tidur di Jl Seyegan cebongan Sleman,"Mlati, Sleman",3,2,1,114,71
1293,https://www.rumah123.com/properti/sleman/hos17143715/,Rumah Mewah Skandinavia Furnished Jl Palagan Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",5,5,1,254,200
395,https://www.rumah123.com/properti/sleman/hos17143685/,Rumah Modern Siap Huni Dekat Polsek Seyegan 500 Jt an,"Sayegan, Sleman",2,1,1,90,50
1473,https://www.rumah123.com/properti/sleman/hos17143639/,Rumah Induk Dan Kos Siap Huni Di Condongcatur Depok Sleman,"Condong Catur, Sleman",7,5,,249,250
1185,https://www.rumah123.com/properti/sleman/hos17143636/,Rumah Kos 2 Lantai Baru Di Jalan Kaliurang Sleman Dekat Uii,"Ngaglik, Sleman",11,11,2,150,160
379,https://www.rumah123.com/properti/sleman/hos17143599/,Rumah Siap Bangun di Jl Godean SHM Lengkap Bisa Kpr,"Godean, Sleman",2,1,1,82,50
2062,https://www.rumah123.com/properti/sleman/hos17143571/,Rumah Kost Homestay Dekat Ugm Mlati Sleman Yogyakarta Full Penghuni,"Mlati, Sleman",13,13,4,251,355
3384,https://www.rumah123.com/properti/sleman/hos14414747/,"Rumah Induk dan Tempat Usaha Dekat UPN,Uii,Amikom","Condong Catur, Sleman",7,8,6,482,700
555,https://www.rumah123.com/properti/sleman/hos17143529/,Rumah Mewah Di Mlati Sleman Jogja Dekat Ugm Dan Rs Jih Sch,"Mlati, Sleman",3,3,2,110,70
6658,https://www.rumah123.com/properti/sleman/hos17143511/,Kos Eksklusif Full Furnished Jalan Kaliurang Pogung Dekat Ugm,"Ngaglik, Sleman",36,36,12,644,1330
527,https://www.rumah123.com/properti/sleman/hos17143503/,"Rumah Siap Huni Di Sleman Jogja 5 ,min Kampus Ugm Upn Uii Rs Jih","Ngaglik, Sleman",3,2,2,96,75
2865,https://www.rumah123.com/properti/sleman/hos17143486/,Rumah Dan Kos Paviliun Di Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",10,10,,561,461
1840,https://www.rumah123.com/properti/sleman/hos17143485/,Rumah Kos Di Monjali Sinduadi Mlati Sleman Dekat Ugm,"Mlati, Sleman",18,18,4,210,250
700,https://www.rumah123.com/properti/sleman/hos17143459/,DALAM PERUM!! Dijual Rumah ( dekat UGM )area Jl. Kaliurang Km. 8,"Condong Catur, Sleman",3,2,,120,120
847,https://www.rumah123.com/properti/sleman/hos17143435/,Rumah Dijual Maguwo Depok Sleman Jogja.STRATEGIS PRIVATE POOL!!,"Depok, Sleman",3,2,1,129,163
679,https://www.rumah123.com/properti/sleman/hos17143410/,Rumah Mewah 2 Lantai Dalam Perum Di Mlati Sleman Dekat Ugm,"Mlati, Sleman",3,3,2,100,118
471,https://www.rumah123.com/properti/sleman/hos17143408/,Rumah Semi Industrial Ada Kolam Renang Mini Dan Toko Di Belakang Bandara Adisucipto Berbah Sleman,"Berbah, Sleman",2,1,1,125,52
413,https://www.rumah123.com/properti/sleman/hos17143403/,Rumah Modern Desain Cantik di Tempel Sleman,"Tempel, Sleman",2,1,1,120,36
427,https://www.rumah123.com/properti/sleman/hos17143393/,Rumah Modern Desain Cantik di Tempel Sleman,"Mlati, Sleman",2,1,1,127,36
812,https://www.rumah123.com/properti/sleman/hos17143367/,Rumah Mewah 2 Lantai Murah Jl Gito Gati Jl Magelang Palagan Km 9,"Sleman, Sleman",4,2,,106,160
830,https://www.rumah123.com/properti/sleman/hos17143365/,"Rumah Mewah Green Hills Dekat Jl Kaliurang, Hyatt, Sch","Ngaglik, Sleman",3,3,,170,125
1135,https://www.rumah123.com/properti/sleman/hos17143364/,"Rumah Kantor Tiyasan Dekat Jl Kaliurang Km 7 Dekat Ugm, Upn Jogja","Depok, Sleman",5,5,,226,166
980,https://www.rumah123.com/properti/sleman/hos17143361/,"Rumah Mewah Griya Perwita Wisata Dekat Jl Kaliurang Km 13, Uii","Ngaglik, Sleman",5,4,,150,170
1092,https://www.rumah123.com/properti/sleman/hos17143360/,"Umah Green Hills Jl Kapten Haryadi Dekat Jl Lempongsari, Ugm","Ngaglik, Sleman",4,2,,186,200
1167,https://www.rumah123.com/properti/sleman/hos17143359/,"Perumahan Mewah Taman Palagan Asri 3 Dekat Jl Palagan Km 9, Hyatt","Ngaglik, Sleman",4,3,,216,200
914,https://www.rumah123.com/properti/sleman/hos17113460/,Rumah Mewah Private Pool Jogja Gratis Rumah Minimalis Investasi,"Gamping, Sleman",4,3,2,182,135
396,https://www.rumah123.com/properti/sleman/hos17134667/,Rumah Murah SHM 15 menit ke Ambarumo Plaza di Jl jogja solo,"Berbah, Sleman",3,1,1,85,47
425,https://www.rumah123.com/properti/sleman/hos17143268/,"Rumah Murah, Minimalis, Dekat Jalan Propinsi Di Kalasan","Kalasan, Sleman",2,1,1,72,72
516,https://www.rumah123.com/properti/sleman/hos17143059/,Dp Rendah Kost Exclusive di Berbah Sleman Dekat Janti Blok O SHM,"Berbah, Sleman",4,4,1,90,62
1546,https://www.rumah123.com/properti/sleman/hos17143048/,"Perumahan Condongcatur Dekat Upn, Amikom, Uii, Ugm, Seturan, Jih","Depok, Sleman",6,4,,363,210
1195,https://www.rumah123.com/properti/sleman/hos17143047/,"Perumahan Citra Grand Mutiara Jl Wates Dekat Nyia, Umy, Umby","Gamping, Sleman",3,2,,210,225
889,https://www.rumah123.com/properti/sleman/hos17143046/,"Perumahan Condongcatur Dekat Gejayan, Lempongsari, Seturan, Uny","Depok, Sleman",4,3,,134,162
1051,https://www.rumah123.com/properti/sleman/hos17143045/,"Rumah Jalan Perumnas Kledokan Dekat Ugm, Uny, Upn, Nologaten","Depok, Sleman",4,3,,158,200
831,https://www.rumah123.com/properti/sleman/hos17143041/,"Perumahan Citra Grand Mutiara Jl Wates Dekat Umy, Unjani, Umby","Gamping, Sleman",3,1,,223,100
