price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
540,https://www.rumah123.com/properti/sleman/hos17134341/,Rumah Siap Huni Dekat Pamela 7 Di Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,100,80
790,https://www.rumah123.com/properti/sleman/hos17134297/,Rumah Siap Huni Dalam Cluster Dekat Sd Model Wedomartani Ngemplak Sleman,"Ngemplak, Sleman",4,2,1,110,150
606,https://www.rumah123.com/properti/sleman/hos17134225/,Rumah 2 Lantai Siap Huni Di Purwomartani Kalasan Sleman,"Purwomartani   , Sleman",3,2,1,88,110
425,https://www.rumah123.com/properti/sleman/hos17134220/,Rumah Minimalis Siap Huni Dalam Perumahan Jalan Kaliurang Jogja Wedomartani Ngemplak Sleman Yogyakarta,"Ngemplak, Sleman",2,1,1,72,72
275,https://www.rumah123.com/properti/sleman/hos17039183/,Rumah Paling Murah Cicilan 1jt Di Moyudan Sleman,"Moyudan, Sleman",2,1,1,60,30
408,https://www.rumah123.com/properti/sleman/hos17120727/,RUMAH SIAP BANGUN DOMBAN ASRI PINGGIR JALAN MAGELANG,"Tempel, Sleman",2,1,,104,45
1055,https://www.rumah123.com/properti/sleman/hos16333486/,Dijual Rumah Murah Full Furnish di Jln.Kadisoka Maguwoharjo sleman,"Condong Catur, Sleman",4,5,3,150,190
630,https://www.rumah123.com/properti/sleman/hos17121367/,"Rumah di Jl Margomulyo Dekat Demak Ijo, Sleman","Godean, Sleman",3,2,1,106,106
786,https://www.rumah123.com/properti/sleman/hos16972941/,Dijual Villa Amarila Sleman Dekat Dengan Kampus Uii,"Ngaglik, Sleman",3,3,2,230,67
743,https://www.rumah123.com/properti/sleman/hos16920961/,Rumah Mewah Harga Murah Di Mlati Sleman Yogyakarta,"Mlati, Sleman",3,3,2,102,138
556,https://www.rumah123.com/properti/sleman/hos17133668/,Rumah Siap Huni Dalam Perumahan Di Kalasan Sleman,"Kalasan, Sleman",3,1,1,108,85
2435,https://www.rumah123.com/properti/sleman/hos17131991/,RUMAH/VILLA DI SLEMAN BARAT,"Sayegan, Sleman",5,2,,732,277
924,https://www.rumah123.com/properti/sleman/hos17131929/,Jual Rumah Mewah 1 Rumah Gratis 1 Rumah Investasi,"Sleman, Sleman",4,3,1,192,135
914,https://www.rumah123.com/properti/sleman/hos17131897/,Segera Miliki Rumah Mewah 1 Rumah Gratis 1 Rumah Investasi Sleman,"Sleman, Sleman",4,3,1,187,135
940,https://www.rumah123.com/properti/sleman/hos17131895/,Dijual Rumah Kolam Renang Bonus 1 Rumah Sleman Jogja,"Sleman, Sleman",4,3,1,200,135
966,https://www.rumah123.com/properti/sleman/hos17131481/,Beli Rumah Premium Gratis Rumah Investasi Sleman Jogja,"Sleman, Sleman",4,3,1,213,135
349,https://www.rumah123.com/properti/sleman/hos17131380/,"Dekat Puskesmas Ngemplak 2, Luas 88 M2, Kemana Aja Dekat","Ngaglik, Sleman",2,1,1,88,36
403,https://www.rumah123.com/properti/sleman/hos16817127/,Rumah Murah Harga 300 Jutaan 7 Menit Ke Pasar Sleman,"Sleman, Sleman",2,1,2,101,42
1679,https://www.rumah123.com/properti/sleman/hos17131193/,Rumah Tinggal Luas Cocok Untuk Villa Lokasi Dekat Wisata Kaliurang,"Turi, Sleman",3,3,,407,250
616,https://www.rumah123.com/properti/sleman/hos17131125/,RUMAH MEWAH KONTEMPORER MODERN 2 LANTAI DI PURWOMARTANI DEKAT SWALAYAN PAMELA 7,"Purwomartani   , Sleman",3,3,1,90,107
687,https://www.rumah123.com/properti/sleman/hos17130977/,Rumah Siap Huni Full Furnish Di Maguwoharjo Sleman,"Ngemplak, Sleman",3,2,2,116,115
782,https://www.rumah123.com/properti/sleman/hos17130644/,"Dijual rumah murah Gamping Sleman dekat RS PKU Gamping,UNU,Umy,Ambarketawang","Gamping, Sleman",3,2,2,141,130
659,https://www.rumah123.com/properti/sleman/hos17130476/,Rumah Siap Huni 2 Lantai Fully Furnished Di Godean Sleman,"Godean, Sleman",3,3,1,77,130
643,https://www.rumah123.com/properti/sleman/hos17130439/,"19 Menit Stasiun Tugu, Bale Bhavana Residence, Rumah Mewah","Mlati, Sleman",3,2,1,111,107
1071,https://www.rumah123.com/properti/sleman/hos17130436/,"Barat Bale Mulia, Unit Hampir Habis, Bale Wangsa","Mlati, Sleman",3,3,2,260,142
872,https://www.rumah123.com/properti/sleman/hos17130435/,"Sleman, Dekat Bale Mulia, Kayu Jati Perhutani","Mlati, Sleman",3,3,3,166,135
590,https://www.rumah123.com/properti/sleman/hos17130415/,Rumah 2 Lantai Mewah Di Mlati Sleman Hanya 5 Menit Kampus Ugm,"Mlati, Sleman",4,4,2,110,70
510,https://www.rumah123.com/properti/sleman/hos17130401/,Rumah SHM Dlm Cluster Pemda Sleman Yogyakarta,"Sleman, Sleman",3,2,1,100,70
811,https://www.rumah123.com/properti/sleman/hos17130346/,Rumah 2 Lantai Dalam Cluster Elit Di Jalan Kaliurang Km 9,"Ngaglik, Sleman",3,2,2,148,135
744,https://www.rumah123.com/properti/sleman/hos17130284/,"Terlaris, Rumah Terbaik Di Utara Maguwoharjo Gratis Pajak","Ngemplak, Sleman",4,2,2,142,110
521,https://www.rumah123.com/properti/sleman/hos17130280/,Rumah 2 Lantai Siap Huni Furnished Di Sleman Jalan Kaliurang,"Ngaglik, Sleman",3,2,2,93,75
277,https://www.rumah123.com/properti/sleman/hos17130265/,Rumah Siap Huni Dalam Perumahan Di Kawasan Strategis Prambanan,"Condong Catur, Sleman",2,1,1,61,30
325,https://www.rumah123.com/properti/sleman/hos17036295/,Rumah Murah Di Jogja Bisa Kpr Dp Minim Lokasi Dalam Cluster,"Gamping, Sleman",2,1,2,71,36
734,https://www.rumah123.com/properti/sleman/hos17130217/,Rumah Modern Terbaru Di Ngemplak Sleman Gratis Pajak,"Ngemplak, Sleman",4,2,,142,110
380,https://www.rumah123.com/properti/sleman/hos17130124/,Rumah Modern Scandinavian Di Sleman Timur Suasana Homey,"Ngaglik, Sleman",2,1,1,90,45
390,https://www.rumah123.com/properti/sleman/hos17130113/,Rumah Minimalis di Mejing Gamping Sleman. SHM,"Gamping, Sleman",2,1,1,80,55
517,https://www.rumah123.com/properti/sleman/hos17130054/,Rumah Mewah 2 Lantai Di Tengah Kota Jogja Dekat Ugm Dan Mal,"Ngaglik, Sleman",3,3,1,96,70
863,https://www.rumah123.com/properti/sleman/hos16957100/,Rumah Baru 2 Lantai Dekat Stadion Maguwoharjo Dan Amikom,"Depok, Sleman",5,3,2,115,156
4330,https://www.rumah123.com/properti/sleman/hos17129876/,"Dijual Villa Harga Rendah Di Kaliurang, Pakem, Sleman, Jogja","Kaliurang, Sleman",2,2,8,1640,300
431,https://www.rumah123.com/properti/sleman/hos17129847/,Rumah Siap Huni Paling Murah di Sleman Yogyakarta,"Moyudan, Sleman",2,1,2,103,50
1610,https://www.rumah123.com/properti/sleman/hos17129798/,Kost Eksklusif Kamar 13 Di Jalan Palagan Dekat Hyatt Kampus Ugm,"Ngaglik, Sleman",12,12,2,210,250
365,https://www.rumah123.com/properti/sleman/hos17129775/,"Kavling Siap Bangun Dkt Blok O,janti,gedongkuning,kotagede,jec","Berbah, Sleman",2,1,1,90,40
935,https://www.rumah123.com/properti/sleman/hos16999796/,"Rumah Full Furnished, Utara Pakuwon Mall Di Concat, Sleman","Depok, Sleman",3,3,1,128,188
778,https://www.rumah123.com/properti/sleman/hos17089545/,"Rumah Mewah, 2 Lantai Dekat Jalan Kaliurang Km 7 Di Sleman","Depok, Sleman",3,3,2,139,125
540,https://www.rumah123.com/properti/sleman/hos16277320/,Hunian Modern Minimalis Dekat Jln Solo Maguwo,"Depok, Sleman",3,2,1,100,80
1455,https://www.rumah123.com/properti/sleman/hos17129466/,Rumah Mewah Bale Mulia Residence,"Mlati, Sleman",4,3,1,210,300
371,https://www.rumah123.com/properti/sleman/hos17129460/,Rumah Modern Ala Milenial Di Selatan Jl Jogja solo Mulai 500jt an,"Berbah, Sleman",2,1,1,84,46
722,https://www.rumah123.com/properti/sleman/hos17129366/,Rumah Dijual di Yogyakarta,"Depok, Sleman",3,3,1,110,129
1266,https://www.rumah123.com/properti/sleman/hos17129299/,Rumah Joglo Dengan Kolam Renang Dekat Kawasan Candi Prambanan,"Ngaglik, Sleman",5,6,1,320,142
576,https://www.rumah123.com/properti/sleman/hos17089288/,RUMAH CANTIK AREA JAKAL KM 7 DKT PASAR KOLOMBO UGM,"Ngaglik, Sleman",3,2,1,103,90
606,https://www.rumah123.com/properti/sleman/hos16746858/,Jual Rumah Berbah Sleman One Gate System Jl Solo Jogja,"Sleman, Sleman",3,2,1,103,100
606,https://www.rumah123.com/properti/sleman/hos16746856/,Jual Rumah Ada Jacuzzi Selatan Aau,"Sleman, Sleman",3,2,1,103,100
606,https://www.rumah123.com/properti/sleman/hos16746853/,Rumah Super Mewah One Gate System Selatan Aau Jogja Sleman,"Sleman, Sleman",3,2,1,103,100
277,https://www.rumah123.com/properti/sleman/hos17129192/,Rumah Minimalis Siap Kpr Harga 200 Jt an di Prambanan,"Prambanan, Sleman",2,1,1,61,30
882,https://www.rumah123.com/properti/sleman/hos16789963/,Rumah Mewah Sleman Selangkah Ke Waterpark Citragrand Lingkungan Perumahan,"Sleman, Sleman",4,3,1,186,125
874,https://www.rumah123.com/properti/sleman/hos16789964/,Rumah di Jogja 200 M Dari Jalan Wates Akses Lebar Jalan Aspal,"Sleman, Sleman",4,3,1,182,125
902,https://www.rumah123.com/properti/sleman/hos16789966/,Rumah Mewah Sleman 200 M Dari Jalan Wates Akses Lebar Jalan Aspal,"Sleman, Sleman",4,3,1,196,125
894,https://www.rumah123.com/properti/sleman/hos16789968/,Rumah Sleman SHM + Imb 200 M Dari Jalan Wates,"Sleman, Sleman",4,3,1,192,125
910,https://www.rumah123.com/properti/sleman/hos16789970/,Rumah Di Sleman Di Jalan Wates Km 8 Lingkungan Perumahan,"Sleman, Sleman",4,3,1,200,125
1351,https://www.rumah123.com/properti/sleman/hos17113772/,Kost Dijual Jogja Barat Kampus Uii Private Pool SHM Pecah Imb,"Sleman, Sleman",10,10,1,179,211
786,https://www.rumah123.com/properti/sleman/hos16973008/,Dijual Villa Strategis Di Ngagik Sleman Dengan Kolam Renang,"Ngaglik, Sleman",3,3,2,230,67
786,https://www.rumah123.com/properti/sleman/hos16972988/,Villa Estetik Amarilla Di Sleman Cocok Untuk Investasi,"Ngaglik, Sleman",3,3,2,230,67
566,https://www.rumah123.com/properti/sleman/hos17071346/,DIBAWAH HARGA PASAR! RUMAH KOKOH STRATEGIS HOOK DALAM PERUMAHAN GRAHA BANYURADEN GAMPING SLEMAN,"Gamping, Sleman",1,2,1,118,90
315,https://www.rumah123.com/properti/sleman/hos17036434/,Promo Rumah Murah Dekat Akses Tol Sentolo Jogja Hanya 200 Jutaan,"Gamping, Sleman",2,1,,71,36
854,https://www.rumah123.com/properti/sleman/hos17128728/,Rumah Dijual di Yogyakarta,"Gamping, Sleman",3,2,1,140,158
660,https://www.rumah123.com/properti/sleman/hos17048428/,Dijual Rumah Luas 3 Kamar View Sawah Dalam Private Cluster Sleman,"Berbah, Sleman",3,2,2,125,100
3930,https://www.rumah123.com/properti/sleman/hos17128653/,RUMAH KALASAN HALAMAN LUAS,"Kalasan, Sleman",8,4,,1100,500
1436,https://www.rumah123.com/properti/sleman/hos17128618/,Rumah Joglo Premium Dekat Wisata Candi Prambanan Dan Plaosan,"Kalasan, Sleman",4,4,2,428,140
916,https://www.rumah123.com/properti/sleman/hos17128484/,Di Jual Rumah Premium 2 Lantai Yogyakarta,"Gamping, Sleman",4,3,2,183,135
423,https://www.rumah123.com/properti/sleman/hos17128406/,Rumah Baru Moderen Siap Huni di Jogja Barat,"Sleman, Sleman",2,1,1,104,50
1655,https://www.rumah123.com/properti/sleman/hos17128389/,Dijual Rumah Jogja Dekat Kampus Atmajaya Babarsari,"Caturtunggal, Sleman",12,3,1,305,250
1655,https://www.rumah123.com/properti/sleman/hos17128279/,Rumah Jogja Dijual Dekat Kampus Atmajaya Babarsari,"Caturtunggal, Sleman",12,3,1,305,250
343,https://www.rumah123.com/properti/sleman/hos17128237/,Rumah Mewah Harga Murah Dekat Perambanan Tamanan Residance,"Prambanan, Sleman",2,1,1,85,36
423,https://www.rumah123.com/properti/sleman/hos17127806/,Beli Rumah Dekat Pemda Sleman Mulai 500jt an Tipe 50 104,"Mlati, Sleman",2,1,1,104,50
277,https://www.rumah123.com/properti/sleman/hos17127803/,"Rumah Baru Siap Huni Dekat Pintu Tol, Pasti Untung.","Prambanan, Sleman",2,1,1,61,30
697,https://www.rumah123.com/properti/sleman/hos17127709/,Rumah Cantik 2 Lantai Di Mlati Sleman Bisa Bertahap 24 Bulan,"Mlati, Sleman",3,3,1,138,102
349,https://www.rumah123.com/properti/sleman/hos17127436/,"Coba Suasana Unik Disini, View Sungai Dan Suasana Tenang. 250jt","Ngaglik, Sleman",2,1,1,88,36
349,https://www.rumah123.com/properti/sleman/hos17127331/,Promo Rumah Pesan Bangun Free Design Dekat Pasar Jangkang,"Ngaglik, Sleman",2,1,1,88,36
349,https://www.rumah123.com/properti/sleman/hos17127262/,"Promo Rumah Pesan Bangun Dengan Dp 155jt di Ngaglik, Sleman","Ngaglik, Sleman",2,1,1,88,36
809,https://www.rumah123.com/properti/sleman/hos17127259/,Dijual Rumah Asri Bagus Dekat Pemda Sleman Yogyakarta,"Sleman, Sleman",3,1,1,167,130
349,https://www.rumah123.com/properti/sleman/hos17127155/,Promo Rumah Pesan Bangun Cuma 200 Jutaan Aja,"Ngaglik, Sleman",2,1,1,88,36
1258,https://www.rumah123.com/properti/sleman/hos17127154/,Rumah Joglo Mewah Dekat Sleman City Hall,"Mlati, Sleman",5,5,1,334,135
559,https://www.rumah123.com/properti/sleman/hos17127026/,Rumah Perum Dijual Palagan Ngaglik Sleman Jogja.TERBAIK STRATEGIS,"Ngaglik, Sleman",2,2,1,112,85
350,https://www.rumah123.com/properti/sleman/hos17127079/,"Dijual Rumah Termurah 2 Unit Dekat Rsud Prambanan, Sleman","Prambanan, Sleman",2,1,1,75,45
361,https://www.rumah123.com/properti/sleman/hos17127039/,Rumah Siap Bangun Free Design Dengan View Sungai Dan Sawah,"Ngaglik, Sleman",2,1,1,94,36
,https://www.rumah123.com/properti/sleman/hos15921759/,"Rumah Cantik Full Furnished, Sukoharjo, Ngaglik, Sleman, Yogya","Ngaglik, Sleman",,,,450,200
350,https://www.rumah123.com/properti/sleman/hos17127041/,"Rumah Termurah 2 Unit Dekat Rsud Prambanan, Sleman","Prambanan, Sleman",2,1,1,75,45
809,https://www.rumah123.com/properti/sleman/hos17127018/,Rumah Murah Dekat Pemda Sleman Dan Kampus Ugm Yogyakarta,"Sleman, Sleman",3,1,1,167,130
479,https://www.rumah123.com/properti/sleman/hos17126984/,"Dijual Turun Harga, Rumah Modern Di Kalasan Siap Huni","Kalasan, Sleman",2,2,1,120,53
479,https://www.rumah123.com/properti/sleman/hos17126965/,"Dijual Turun Harga, Rumah Minimalis Di Kalasan Siap Huni","Kalasan, Sleman",2,2,1,120,53
10079,https://www.rumah123.com/properti/sleman/hos17126926/,Dijual Harga Rendah Villa Luas Di Kaliurang Yogyakarta,"Pakem, Sleman",3,5,15,4222,450
556,https://www.rumah123.com/properti/sleman/hos17126909/,"Rumah Murah Dalam Perumahan Di Purwomartani, Kalasan","Purwomartani   , Sleman",3,1,1,108,85
556,https://www.rumah123.com/properti/sleman/hos17126884/,"Rumah Murah Di Purwomartani Kalasan, Dalam Perumahan","Kalasan, Sleman",3,1,1,108,85
448,https://www.rumah123.com/properti/sleman/hos17126880/,Termurah Rumah Siap Bangun 500 Jutaan Dalam Cluster Jl Jogja Solo,"Kalasan, Sleman",2,2,1,112,48
404,https://www.rumah123.com/properti/sleman/hos17126811/,Termurah Rumah Baru 500 Jutaan Siap Huni di Purwomartani,"Kalasan, Sleman",2,1,1,102,45
349,https://www.rumah123.com/properti/sleman/hos17126793/,Promo Rumah Siap Bangun di Dekat Blue Lagoon,"Ngaglik, Sleman",2,1,1,88,36
830,https://www.rumah123.com/properti/sleman/hos17126738/,Mewah Dalam Perum Elit di Jalan Palagan Km 11 Rumah Siap Bangun,"Ngaglik, Sleman",3,4,1,110,160
1180,https://www.rumah123.com/properti/sleman/hos17126673/,Murah Saja Rumah Dalam Perum Mewah di Jalan Palagan Siap Bangun,"Ngaglik, Sleman",4,4,1,200,210
1168,https://www.rumah123.com/properti/sleman/hos17126608/,Murah Saja Rumah Mewah di Jalan Palagan Km 11 Dalam Perum Elit,"Ngaglik, Sleman",4,4,2,204,200
349,https://www.rumah123.com/properti/sleman/hos17126551/,Promo Rumah Siap Bangun di Dekat Pasar Jangkang,"Ngaglik, Sleman",2,1,1,88,36
349,https://www.rumah123.com/properti/sleman/hos17126400/,Promo Rumah Siap Bangun Cuma 200 Jutaan Aja,"Ngaglik, Sleman",2,1,1,88,36
2110,https://www.rumah123.com/properti/sleman/hos17126327/,RUMAH DEKAT KAMPUS UGM & UNY COCOK UNTUK HUNIAN & INVESTASI,"Depok, Sleman",5,4,4,430,350
2110,https://www.rumah123.com/properti/sleman/hos17126314/,RUMAH DEKAT KAMPUS UGM & UNY COCOK UNTUK HUNIAN & INVESTASI,"Depok, Sleman",5,4,4,430,350
1461,https://www.rumah123.com/properti/sleman/hos17126194/,RUMAH MEWAH PREMIUM 2 LANTAI FULLY FURNISHED SETARA HOTEL BINTANG 5 DALAM PERUMAHAN MERAPI REGENCY JALAN KALIURANG KM 9 DEKAT KE KAMPUS UGM,"Ngaglik, Sleman",4,5,2,193,300
7979,https://www.rumah123.com/properti/sleman/hos17126165/,Rumah Galery Seni Etnik Pakem Sleman Jogja.JARANG ADA TERBAIK!!,"Pakem, Sleman",8,5,,2367,1000
,https://www.rumah123.com/properti/sleman/hos15353950/,"Rumah Dan Kos di Utara Kentungan Jakal, Depok, Sleman, Yogyakarta","Depok, Sleman",,,,282,500
1553,https://www.rumah123.com/properti/sleman/hos17126072/,Rumah Elite Kaliurang Ngaglik Sleman Jogja.TERBAIK FURNISHED!!,"Ngaglik, Sleman",4,3,1,334,250
2615,https://www.rumah123.com/properti/sleman/hos17126084/,Jual Rumah Jalan Kaliurang Dekat UGM,"Ngaglik, Sleman",5,3,2,430,530
576,https://www.rumah123.com/properti/sleman/hos17126052/,Rumah Baru Dijual Purwomartani Sleman Jogja.TERBAIK MURAH KPR!!,"Kalasan, Sleman",3,2,1,118,80
884,https://www.rumah123.com/properti/sleman/hos17126020/,Rumah Baru Dijual Maguwo Depok Sleman Jogja.TERBAIK MURAH!!!,"Depok, Sleman",4,3,1,178,131
540,https://www.rumah123.com/properti/sleman/hos17126000/,Rumah Baru Dijual Purwomartani Sleman Jogja.TERBAIK MURAH!!,"Kalasan, Sleman",3,2,1,100,80
897,https://www.rumah123.com/properti/sleman/hos17125982/,Rumah Mewah Maguwo Depok Sleman Jogja.TERBAIK MURAH!!,"Depok, Sleman",4,3,1,126,170
475,https://www.rumah123.com/properti/sleman/hos17125964/,Rumah Scandinavian Sidomoyo Godean Sleman Jogja.TERBAIK MURAH!!!,"Godean, Sleman",3,2,1,90,65
630,https://www.rumah123.com/properti/sleman/hos17125956/,Rumah Baru Dijual Maguwo Depok Sleman Jogja.STRATEGIS MURAH!!,"Depok, Sleman",3,2,1,145,80
,https://www.rumah123.com/properti/sleman/hos15220612/,"Rumah Cantik 2 Lantai, Palagan, Sleman Yogyakarta","Ngaglik, Sleman",,,,162,160
909,https://www.rumah123.com/properti/sleman/hos17125946/,Rumah Baru Dekat Stadion Maguwoharjo Barat Jl Raya Tajem Jogja,"Depok, Sleman",4,4,2,178,131
496,https://www.rumah123.com/properti/sleman/hos16686295/,Jalan Kaki Saja Ke AMIKOM Hunian Di Perumnas Condong Catur,"Depok, Sleman",3,1,1,93,75
1020,https://www.rumah123.com/properti/sleman/hos17125922/,Rumah Dijual Tajem Depok Sleman Jogja.STRATEGIS TERBAIK!!,"Depok, Sleman",4,4,1,150,190
1590,https://www.rumah123.com/properti/sleman/hos17125914/,Rumah Dijual Perum Wates Gamping Sleman Jogja.STRATEGIS MURAH!!,"Gamping, Sleman",4,3,1,279,299
778,https://www.rumah123.com/properti/sleman/hos17125915/,RUMAH MEWAH DEKAT UGM DI CONDONG CATUR SLEMAN,"Condong Catur, Sleman",3,3,2,139,125
493,https://www.rumah123.com/properti/sleman/hos17125910/,Rumah Baru Mewah Dijual Ngaglik Sleman Jogja.STRATEGIS MURAH!!,"Ngaglik, Sleman",3,1,1,99,70
556,https://www.rumah123.com/properti/sleman/hos17125908/,RUMAH SIAP HUNI DIJUAL DEKAT CANDI SAMBISARI,"Purwomartani   , Sleman",3,1,1,108,85
1403,https://www.rumah123.com/properti/sleman/hos17125905/,Rumah  dijual Kaliurang Ngaglik Sleman Jogja.LOKASI TERBAIK!!,"Ngaglik, Sleman",4,3,1,184,300
2447,https://www.rumah123.com/properti/sleman/hos17125577/,KOSTEL EKLUSIF STRATEGIS DAN PRODUKTIF 2 LANTAI JUAL DIBAWAH HARGA PASAR DI JALAN MONJALI DEKAT KAMPUS UGM,"Mlati, Sleman",11,11,7,321,450
2038,https://www.rumah123.com/properti/sleman/hos17125637/,RUMAH SUPER MEWAH EKLUSIF 2 LANTAI UNIT HOOK DI DALAM PERUMAHAN ELITE BALE MULIA JOMBOR MLATI SLEMAN,"Mlati, Sleman",6,4,2,355,376
700,https://www.rumah123.com/properti/sleman/hos16562322/,Rumah siap huni jl kabupaten dekat pintu tol jombor,"Gamping, Sleman",3,2,1,120,120
587,https://www.rumah123.com/properti/sleman/hos17098471/,Rumah mewah harga murah di sleman Yogyakarta SHM,"Ngaglik, Sleman",3,2,1,107,91
2038,https://www.rumah123.com/properti/sleman/hos17125477/,RUMAH SUPER MEWAH EKLUSIF 2 LANTAI UNIT HOOK - HARGA MURAH BANGET DI DALAM PERUMAHAN ELITE BALE MULIA JOMBOR MLATI SLEMAN,"Mlati, Sleman",6,4,2,355,376
1436,https://www.rumah123.com/properti/sleman/hos17125448/,Rumah Mewah 2 Lantai Dalam Perumahan Elite Merapi Fegency,"Ngaglik, Sleman",4,4,1,193,300
556,https://www.rumah123.com/properti/sleman/hos17125376/,Jual Rumah Secondary Harga Dibawah Pasaran Di Kalasan Jogja,"Kalasan, Sleman",3,1,1,108,85
556,https://www.rumah123.com/properti/sleman/hos17125375/,Jual Rumah Secondary Harga Dibawah Pasaran Di Kalasan Jogja,"Kalasan, Sleman",3,1,1,108,85
,https://www.rumah123.com/properti/sleman/hos17125140/,Dijual rumah di perum green Hill residence Ngemplak,"Ngaglik, Sleman",,,,203,280
415,https://www.rumah123.com/properti/sleman/hos17041162/,Rumah Terawat Daerah Premium Utara PPPG Kesenian,"Ngaglik, Sleman",2,1,1,100,50
2300,https://www.rumah123.com/properti/sleman/hos6635901/,BOMBASTIS...! JARANG ADA !. RUMAH MEWAH HOOK 2 LANTAI  FULLY FURNISHED Di DALAM PERUMAHAN BALE HINGGIL JALAN KALIURANG KM 8 NGAGLIK SLEMAN,"Kaliurang, Sleman",5,4,2,400,440
500,https://www.rumah123.com/properti/sleman/hos16804960/,RUMAH CANTIK FULLY FURNISHED SCANDINAVIAN DALAM PERUMAHAN DI CONDONG CATUR DEKAT UPN DAN PAKUWON MALL,"Condong Catur, Sleman",3,1,1,95,75
565,https://www.rumah123.com/properti/sleman/hos17124638/,Rumah Baru Dijual Ngemplak Sleman Jogja.SUPER STRATEGIS MURAH!!!,"Ngemplak, Sleman",3,2,1,120,75
600,https://www.rumah123.com/properti/sleman/hos17124561/,Rumah Baru Dijual Kaliurang Ngaglik Sleman Jogja.STRATEGIS MURAH!,"Ngaglik, Sleman",3,2,1,115,90
645,https://www.rumah123.com/properti/sleman/hos17073060/,SISA 1 UNIT AJA! RUMAH CANTIK KEMBAR LUAS HARGA MURAH BANGET AKSES MUDAH STRATEGIS  DEKAT KAMPUS BUDI MULIA TAJEM,"Purwomartani   , Sleman",3,2,1,145,85
540,https://www.rumah123.com/properti/sleman/hos15863292/,MURAH BANGET! RUMAH  CANTIK LIMASAN DAN STRATEGIS DI PURWOMARTANI DEKAT SWALAYAN PAMELA 7 TEPI JALAN ASPAL,"Purwomartani   , Sleman",3,2,1,100,80
624,https://www.rumah123.com/properti/sleman/hos17048534/,Rumah Mewah 2 Lantai Dalam Cluster Sleman Jogja,"Kalasan, Sleman",3,2,2,107,100
15524,https://www.rumah123.com/properti/sleman/hos17124367/,Rumah Baru Di Jakal Km 13 Dalam Lingkungan Perumahan Dekat Uii,"Ngaglik, Sleman",3,2,1,107,5070
505,https://www.rumah123.com/properti/sleman/hos17124352/,"Rumah Baru Jl. Kaliurang Km 13, Dalam Perumahan Dekat Kampus Uii","Sleman, Sleman",3,2,1,81,81
580,https://www.rumah123.com/properti/sleman/hos17124340/,"Dijual Rumah Baru Siap Huni di Area Kaliurang Km.9, Yogyakarta","Ngemplak, Sleman",3,2,1,120,80
959,https://www.rumah123.com/properti/sleman/hos17124323/,Rumah Modern Minimalis di Kawasan Strategis Kaliurang Km9,"Ngaglik, Sleman",3,3,1,122,200
614,https://www.rumah123.com/properti/sleman/hos17124268/,Rumah Baru Modern Dekat Pasar Di Ngemplak Sleman,"Ngemplak, Sleman",3,2,1,107,100
521,https://www.rumah123.com/properti/sleman/hos17124264/,Rumah Cantik Modern Murah 600jutaan Di Ngaglik Sleman,"Ngaglik, Sleman",3,2,1,98,75
687,https://www.rumah123.com/properti/sleman/hos17124154/,Rumah Terbaru Full Furnish Dekat Stadion Maguwo Jogja,"Ngemplak, Sleman",3,2,2,116,115
,https://www.rumah123.com/properti/sleman/hos17123989/,PERUM  GREEN HILLS  RESIDENCE,"Ngaglik, Sleman",,,,203,280
395,https://www.rumah123.com/properti/sleman/hos17075052/,Dijual Rumah Baru Siap Huni Utara Pasar Godean di Sayegan,"Godean, Sleman",2,1,1,90,50
2023,https://www.rumah123.com/properti/sleman/hos17123891/,Rumah  Luas Hook Super Mewah  Bale Mulia Mlati Sleman,"Ngaglik, Sleman",6,3,2,355,376
450,https://www.rumah123.com/properti/sleman/hos16662603/,"RUMAH DI GRIYA TIRTA ASRI CEBONGAN, MLATI, UTARA PASAR CEBONGAN","Cebongan, Sleman",2,1,,125,45
2397,https://www.rumah123.com/properti/sleman/hos17123393/,Kostel Dijual Konsep Red dorz Monjali Dekat Kampus UGM Yogyakarta,"Caturtunggal, Sleman",11,11,2,321,450
812,https://www.rumah123.com/properti/sleman/hos17123320/,"Rumah Mewah 2 Lantai Jl Gito Gati Dekat Jl Palagan, Jongke, Ugm","Sleman, Sleman",4,2,,106,160
2360,https://www.rumah123.com/properti/sleman/hos17123319/,"Bale Hinggil Dekat Jl Kaliurang, Uny, Ugm, Hyarta, Green Hills","Ngaglik, Sleman",7,6,,400,440
1190,https://www.rumah123.com/properti/sleman/hos17123318/,"Rumah Hyarta Jl Palagan Dekat Hyatt, Bale Agung, Bale Hinggil","Ngaglik, Sleman",5,4,,180,220
801,https://www.rumah123.com/properti/sleman/hos17123314/,"Rumah Mewah Green Hills Jl Kaliurang Dekat Jl Lempongsari, Ugm","Ngaglik, Sleman",3,2,,238,75
1023,https://www.rumah123.com/properti/sleman/hos17123304/,"Rumah Mewah Jl Solo Dekat Babarsari, Upn, Atmajaya, Seturan","Depok, Sleman",4,3,,144,200
425,https://www.rumah123.com/properti/sleman/hos17123302/,"Perumahan Jl Gito Gati Jogja Dekat Palagan, Jombor, Ugm, Uty","Sleman, Sleman",2,1,,105,50
